
;Dato mensual;Tasa de variación anual;Acumulado del año;Tasa de variación del acumulado;2020M05;;;;;
   (110) Francia;117.131;-12,95;317.592;-12,56;
   (115) Italia;171.078;19,32;391.689;16,02;
   (121) Países Bajos;108.158;-13,67;340.638;-3,55;
   (125) Reino Unido;687.116;2,71;2.130.719;4,11;
   (126) Alemania;703.657;1,26;2.834.343;8,23;
   (132) Suiza;123.984;14,35;351.659;21,82;
   (154) Rusia;11.334;-37,41;17.356;-61,32;
   Países nórdicos;222.115;20,93;601.389;25,56;
   Resto de Europa;203.570;28,86;567.573;7,91;
   Resto del mundo;82.767;26,54;212.535;37,85;
2017M06;;;;;
   TOTAL (1+2);2.402.774;8,15;6.487.752;8,94;
   1. ESPAÑA (otras ccaa);301.254;9,13;1.075.065;11,10;
   2. EXTRANJERO;2.101.520;8,02;5.412.687;8,52;
   (103) Bélgica;21.313;3,75;78.104;2,01;
   (110) Francia;73.609;-5,59;200.461;-12,34;
   (115) Italia;125.788;31,30;220.611;13,58;
   (121) Países Bajos;71.430;11,75;232.480;2,02;
   (125) Reino Unido;622.454;-0,82;1.443.603;4,80;
   (126) Alemania;756.909;16,71;2.130.686;10,75;
   (132) Suiza;88.202;17,75;227.675;26,31;
   (154) Rusia;...;...;...;...;
   Países nórdicos;135.040;-3,79;379.274;28,44;
   Resto de Europa;146.387;8,10;364.003;-1,09;
   Resto del mundo;57.309;35,60;129.768;46,18;
2017M05;;;;;
   TOTAL (1+2);1.911.708;7,96;4.084.978;9,40;
   1. ESPAÑA (otras ccaa);194.356;23,04;773.811;11,89;
   2. EXTRANJERO;1.717.352;6,48;3.311.167;8,84;
   (103) Bélgica;24.696;0,04;56.791;1,37;
   (110) Francia;75.955;-11,94;126.852;-15,83;
   (115) Italia;58.330;-7,16;94.823;-3,66;
   (121) Países Bajos;105.875;-3,71;161.050;-1,78;
   (125) Reino Unido;546.040;21,06;821.149;9,49;
   (126) Alemania;595.890;-2,88;1.373.777;7,72;
   (132) Suiza;48.953;-1,70;139.473;32,39;
   (154) Rusia;...;...;...;...;
   Países nórdicos;130.518;77,69;244.235;57,63;
   Resto de Europa;96.657;-16,37;217.617;-6,44;
   Resto del mundo;32.847;60,88;72.459;55,79;
2017M04;;;;;
   TOTAL (1+2);1.232.476;29,75;2.173.270;10,71;
   1. ESPAÑA (otras ccaa);234.030;30,36;579.455;8,58;
   2. EXTRANJERO;998.445;29,61;1.593.814;11,50;
   (103) Bélgica;22.809;76,58;32.095;2,41;
   (110) Francia;37.268;-22,54;50.897;-21,03;
   (115) Italia;27.491;2,17;36.492;2,51;
   (121) Países Bajos;35.235;-10,72;55.175;2,17;
   (125) Reino Unido;194.099;7,73;275.109;-7,96;
   (126) Alemania;455.105;49,55;777.887;17,56;
   (132) Suiza;54.185;68,48;90.521;62,95;
   (154) Rusia;...;...;...;...;
   Países nórdicos;73.705;31,92;113.717;39,55;
   Resto de Europa;84.644;43,94;120.960;3,37;
   Resto del mundo;13.666;40,25;39.612;51,80;
2017M03;;;;;
   TOTAL (1+2);481.059;-13,37;940.794;-7,14;
   1. ESPAÑA (otras ccaa);155.617;-4,76;345.425;-2,46;
   2. EXTRANJERO;325.442;-16,96;595.369;-9,66;
   (103) Bélgica;4.448;-59,40;9.286;-49,60;
   (110) Francia;7.824;18,44;13.629;-16,59;
   (115) Italia;5.116;208,45;9.002;3,59;
   (121) Países Bajos;11.516;34,41;19.941;37,16;
   (125) Reino Unido;44.127;-47,05;81.009;-31,78;
   (126) Alemania;179.432;-14,96;322.783;-9,68;
   (132) Suiza;21.165;44,81;36.335;55,36;
   (154) Rusia;...;...;...;...;
   Países nórdicos;26.779;68,02;40.011;56,20;
   Resto de Europa;15.199;-55,38;36.316;-37,62;
   Resto del mundo;9.649;115,11;25.946;58,69;
2017M02;;;;;
   TOTAL (1+2);255.214;-2,15;459.735;0,41;
   1. ESPAÑA (otras ccaa);92.443;-3,78;189.808;-0,48;
   2. EXTRANJERO;162.771;-1,19;269.927;1,05;
   (103) Bélgica;2.555;-44,68;4.837;-35,22;
   (110) Francia;3.662;-29,68;5.805;-40,36;
   (115) Italia;1.241;...;3.886;-44,74;
   (121) Países Bajos;2.401;-42,47;8.425;41,11;
   (125) Reino Unido;25.686;25,44;36.883;4,14;
   (126) Alemania;93.995;3,06;143.351;-2,08;
   (132) Suiza;7.863;27,23;15.170;72,95;
   (154) Rusia;...;...;...;...;
   Países nórdicos;7.700;32,11;13.232;36,72;
   Resto de Europa;10.961;-40,36;21.117;-12,55;
   Resto del mundo;5.989;-6,48;16.297;37,36;
2017M01;;;;;
   TOTAL (1+2);204.522;3,80;204.522;3,80;
   1. ESPAÑA (otras ccaa);97.366;2,87;97.366;2,87;
   2. EXTRANJERO;107.156;4,67;107.156;4,67;
   (103) Bélgica;2.282;-19,86;2.282;-19,86;
   (110) Francia;2.143;-52,65;2.143;-52,65;
   (115) Italia;2.645;-47,18;2.645;-47,18;
   (121) Países Bajos;6.024;235,22;6.024;235,22;
   (125) Reino Unido;11.197;-25,05;11.197;-25,05;
   (126) Alemania;49.356;-10,57;49.356;-10,57;
   (132) Suiza;7.307;181,98;7.307;181,98;
   (154) Rusia;...;...;...;...;
   Países nórdicos;5.532;43,69;5.532;43,69;
   Resto de Europa;10.155;76,10;10.155;76,10;
   Resto del mundo;10.308;88,77;10.308;88,77;
2016M12;;;;;
   TOTAL (1+2);176.670;9,72;15.369.926;10,51;
   1. ESPAÑA (otras ccaa);75.332;15,71;2.372.377;5,42;
   2. EXTRANJERO;101.338;5,66;12.997.549;11,49;
   (103) Bélgica;1.077;-38,64;226.760;9,33;
   (110) Francia;4.461;-9,24;634.141;15,60;
   (115) Italia;3.256;-17,19;685.978;4,36;
   (121) Países Bajos;6.925;221,35;628.504;56,10;
   (125) Reino Unido;17.526;0,22;3.633.335;6,34;
   (126) Alemania;43.952;1,02;4.615.741;6,34;
   (132) Suiza;7.028;52,43;485.458;22,07;
   (154) Rusia;785;...;76.026;45,16;
   Países nórdicos;6.709;17,38;815.846;31,00;
   Resto de Europa;6.045;-24,54;918.760;19,47;
   Resto del mundo;3.573;-3,58;276.999;13,97;
2016M11;;;;;
   TOTAL (1+2);242.560;15,98;15.193.255;10,52;
   1. ESPAÑA (otras ccaa);89.894;7,61;2.297.045;5,11;
   2. EXTRANJERO;152.665;21,55;12.896.211;11,54;
   (103) Bélgica;2.437;-43,87;225.683;9,74;
   (110) Francia;3.081;14,47;629.680;15,82;
   (115) Italia;1.252;-1,56;682.722;4,49;
   (121) Países Bajos;10.299;535,67;621.578;55,21;
   (125) Reino Unido;19.026;30,57;3.615.810;6,37;
   (126) Alemania;78.277;-2,01;4.571.789;6,39;
   (132) Suiza;7.501;0,75;478.430;21,72;
   (154) Rusia;1.919;...;75.241;43,98;
   Países nórdicos;10.788;127,74;809.137;31,13;
   Resto de Europa;12.913;170,71;912.715;19,94;
   Resto del mundo;5.172;31,48;273.426;14,24;
2016M10;;;;;
   TOTAL (1+2);1.371.530;24,23;14.950.696;10,43;
   1. ESPAÑA (otras ccaa);129.085;15,04;2.207.151;5,01;
   2. EXTRANJERO;1.242.445;25,27;12.743.545;11,43;
   (103) Bélgica;18.938;53,63;223.246;10,90;
   (110) Francia;56.917;32,11;626.599;15,83;
   (115) Italia;30.082;18,21;681.471;4,50;
   (121) Países Bajos;56.073;65,03;611.279;53,26;
   (125) Reino Unido;293.405;-3,36;3.596.783;6,27;
   (126) Alemania;553.126;28,92;4.493.511;6,55;
   (132) Suiza;43.851;-12,92;470.929;22,12;
   (154) Rusia;...;...;73.322;41,19;
   Países nórdicos;79.820;48,07;798.349;30,38;
   Resto de Europa;91.836;222,73;899.802;18,99;
   Resto del mundo;17.448;66,69;268.254;13,95;
2016M09;;;;;
   TOTAL (1+2);2.140.693;10,27;13.579.166;9,21;
   1. ESPAÑA (otras ccaa);279.280;18,43;2.078.066;4,44;
   2. EXTRANJERO;1.861.414;9,14;11.501.100;10,11;
   (103) Bélgica;31.604;24,07;204.308;8,11;
   (110) Francia;72.786;-4,40;569.682;14,42;
   (115) Italia;89.572;24,80;651.388;3,94;
   (121) Países Bajos;71.685;26,44;555.206;52,17;
   (125) Reino Unido;577.022;12,63;3.303.379;7,22;
   (126) Alemania;637.899;-1,12;3.940.385;4,02;
   (132) Suiza;64.662;7,90;427.078;27,38;
   (154) Rusia;10.764;21,24;72.374;42,57;
   Países nórdicos;109.152;21,37;718.528;28,67;
   Resto de Europa;163.059;33,56;807.965;11,02;
   Resto del mundo;33.208;-10,51;250.806;11,50;
2016M08;;;;;
   TOTAL (1+2);2.727.607;2,09;11.438.472;9,01;
   1. ESPAÑA (otras ccaa);435.182;-0,38;1.798.786;2,56;
   2. EXTRANJERO;2.292.425;2,57;9.639.686;10,30;
   (103) Bélgica;37.377;-13,61;172.704;5,62;
   (110) Francia;133.673;-1,15;496.897;17,82;
   (115) Italia;224.214;-1,90;561.816;1,25;
   (121) Países Bajos;130.345;71,68;483.521;56,90;
   (125) Reino Unido;679.851;-1,02;2.726.357;6,14;
   (126) Alemania;683.755;-1,37;3.302.486;5,07;
   (132) Suiza;73.734;29,67;362.416;31,62;
   (154) Rusia;16.739;52,62;61.609;47,09;
   Países nórdicos;130.393;49,02;609.376;30,07;
   Resto de Europa;118.925;-27,62;644.906;6,48;
   Resto del mundo;63.419;21,19;217.598;15,84;
2016M07;;;;;
   TOTAL (1+2);2.755.429;11,75;8.710.866;11,37;
   1. ESPAÑA (otras ccaa);395.939;8,59;1.363.604;3,54;
   2. EXTRANJERO;2.359.490;12,30;7.347.261;12,96;
   (103) Bélgica;58.759;12,98;135.327;12,54;
   (110) Francia;134.549;48,19;363.224;26,77;
   (115) Italia;143.375;-1,06;337.601;3,45;
   (121) Países Bajos;125.292;47,21;353.176;52,06;
   (125) Reino Unido;668.991;3,01;2.046.506;8,75;
   (126) Alemania;694.927;7,36;2.618.731;6,89;
   (132) Suiza;108.427;58,10;288.682;32,13;
   (154) Rusia;18.109;76,42;44.870;45,12;
   Países nórdicos;183.679;34,63;478.983;25,72;
   Resto de Europa;157.976;-0,18;525.982;19,17;
   Resto del mundo;65.406;12,80;154.179;13,78;
2016M06;;;;;
   TOTAL (1+2);2.221.622;11,12;5.955.437;11,20;
   1. ESPAÑA (otras ccaa);276.057;4,45;967.666;1,60;
   2. EXTRANJERO;1.945.565;12,13;4.987.771;13,27;
   (103) Bélgica;20.543;-12,12;76.568;12,20;
   (110) Francia;77.966;21,88;228.675;16,84;
   (115) Italia;95.801;-4,95;194.226;7,04;
   (121) Países Bajos;63.920;16,89;227.884;54,87;
   (125) Reino Unido;627.569;11,58;1.377.516;11,78;
   (126) Alemania;648.525;9,97;1.923.804;6,72;
   (132) Suiza;74.907;44,34;180.254;20,25;
   (154) Rusia;18.296;34,17;26.761;29,57;
   Países nórdicos;140.361;36,75;295.304;20,75;
   Resto de Europa;135.413;-0,17;368.005;29,98;
   Resto del mundo;42.262;16,60;88.774;14,51;
2016M05;;;;;
   TOTAL (1+2);1.770.796;7,07;3.733.815;11,25;
   1. ESPAÑA (otras ccaa);157.965;-14,40;691.609;0,51;
   2. EXTRANJERO;1.612.832;9,76;3.042.206;14,02;
   (103) Bélgica;24.685;29,90;56.025;24,88;
   (110) Francia;86.255;11,18;150.709;14,39;
   (115) Italia;62.827;36,30;98.425;22,04;
   (121) Países Bajos;109.959;82,93;163.964;77,34;
   (125) Reino Unido;451.035;-1,43;749.946;11,94;
   (126) Alemania;613.574;4,32;1.275.279;5,14;
   (132) Suiza;49.798;24,39;105.347;7,49;
   (154) Rusia;5.253;33,25;8.465;20,64;
   Países nórdicos;73.454;-8,13;154.942;9,18;
   Resto de Europa;115.574;42,05;232.592;57,72;
   Resto del mundo;20.417;31,13;46.511;12,68;
2016M04;;;;;
   TOTAL (1+2);949.861;8,29;1.963.019;15,31;
   1. ESPAÑA (otras ccaa);179.523;-0,15;533.644;5,97;
   2. EXTRANJERO;770.338;10,47;1.429.375;19,23;
   (103) Bélgica;12.917;-21,28;31.340;21,18;
   (110) Francia;48.115;18,35;64.454;19,00;
   (115) Italia;26.907;12,36;35.598;3,03;
   (121) Países Bajos;39.467;79,27;54.005;66,96;
   (125) Reino Unido;180.165;31,21;298.911;40,75;
   (126) Alemania;304.323;-6,42;661.704;5,92;
   (132) Suiza;32.162;-13,96;55.550;-4,18;
   (154) Rusia;...;...;3.212;4,47;
   Países nórdicos;55.872;22,54;81.488;31,53;
   Resto de Europa;58.805;64,52;117.019;77,02;
   Resto del mundo;9.744;-22,17;26.094;1,50;
2016M03;;;;;
   TOTAL (1+2);555.319;33,11;1.013.159;22,77;
   1. ESPAÑA (otras ccaa);163.397;13,71;354.122;9,38;
   2. EXTRANJERO;391.922;43,30;659.037;31,41;
   (103) Bélgica;10.956;249,10;18.423;94,88;
   (110) Francia;6.606;36,44;16.339;20,95;
   (115) Italia;1.659;-68,69;8.690;-18,05;
   (121) Países Bajos;8.567;77,71;14.538;40,74;
   (125) Reino Unido;83.330;104,16;118.746;58,19;
   (126) Alemania;210.991;26,17;357.381;19,31;
   (132) Suiza;14.616;13,13;23.387;13,58;
   (154) Rusia;...;...;...;...;
   Países nórdicos;15.938;61,07;25.616;56,61;
   Resto de Europa;34.066;94,38;58.214;91,73;
   Resto del mundo;4.486;-34,98;16.351;23,98;
2016M02;;;;;
   TOTAL (1+2);260.815;28,32;457.840;12,20;
   1. ESPAÑA (otras ccaa);96.079;17,81;190.725;5,92;
   2. EXTRANJERO;164.736;35,36;267.115;17,16;
   (103) Bélgica;4.619;27,21;7.467;18,24;
   (110) Francia;5.207;11,60;9.733;12,29;
   (115) Italia;...;...;...;...;
   (121) Países Bajos;4.174;7,24;5.971;8,38;
   (125) Reino Unido;20.476;7,18;35.416;3,40;
   (126) Alemania;91.200;30,03;146.390;10,63;
   (132) Suiza;6.180;19,42;8.772;14,34;
   (154) Rusia;...;...;...;...;
   Países nórdicos;5.828;57,04;9.678;49,77;
   Resto de Europa;18.381;211,51;24.147;88,12;
   Resto del mundo;6.404;142,49;11.865;88,63;
2016M01;;;;;
   TOTAL (1+2);197.025;-3,80;197.025;-3,80;
   1. ESPAÑA (otras ccaa);94.646;-3,93;94.646;-3,93;
   2. EXTRANJERO;102.379;-3,68;102.379;-3,68;
   (103) Bélgica;2.848;6,11;2.848;6,11;
   (110) Francia;4.526;13,09;4.526;13,09;
   (115) Italia;...;...;...;...;
   (121) Países Bajos;1.797;11,12;1.797;11,12;
   (125) Reino Unido;14.940;-1,37;14.940;-1,37;
   (126) Alemania;55.191;-11,25;55.191;-11,25;
   (132) Suiza;2.591;3,79;2.591;3,79;
   (154) Rusia;...;...;...;...;
   Países nórdicos;3.850;39,97;3.850;39,97;
   Resto de Europa;5.767;-16,85;5.767;-16,85;
   Resto del mundo;5.461;49,65;5.461;49,65;
2015M12;;;;;
   TOTAL (1+2);161.020;-1,10;..;..;
   1. ESPAÑA (otras ccaa);65.107;-3,62;..;..;
   2. EXTRANJERO;95.914;0,70;..;..;
   (103) Bélgica;1.755;-37,39;..;..;
   (110) Francia;4.915;22,77;..;..;
   (115) Italia;...;...;..;..;
   (121) Países Bajos;2.155;-10,17;..;..;
   (125) Reino Unido;17.488;23,74;..;..;
   (126) Alemania;43.510;-22,49;..;..;
   (132) Suiza;4.611;88,95;..;..;
   (154) Rusia;...;...;..;..;
   Países nórdicos;5.715;39,03;..;..;
   Resto de Europa;8.011;140,74;..;..;
   Resto del mundo;3.706;-17,75;..;..;
2015M11;;;;;
   TOTAL (1+2);209.133;-6,22;..;..;
   1. ESPAÑA (otras ccaa);83.538;-2,68;..;..;
   2. EXTRANJERO;125.595;-8,44;..;..;
   (103) Bélgica;4.341;19,93;..;..;
   (110) Francia;2.691;-22,27;..;..;
   (115) Italia;...;...;..;..;
   (121) Países Bajos;1.620;-40,43;..;..;
   (125) Reino Unido;14.571;-23,72;..;..;
   (126) Alemania;79.886;-3,94;..;..;
   (132) Suiza;7.445;51,60;..;..;
   (154) Rusia;...;...;..;..;
   Países nórdicos;4.737;70,33;..;..;
   Resto de Europa;4.770;-38,79;..;..;
   Resto del mundo;3.934;-18,49;..;..;
2015M10;;;;;
   TOTAL (1+2);1.104.034;3,17;..;..;
   1. ESPAÑA (otras ccaa);112.204;-3,75;..;..;
   2. EXTRANJERO;991.830;4,02;..;..;
   (103) Bélgica;12.327;23,73;..;..;
   (110) Francia;43.084;1,73;..;..;
   (115) Italia;25.448;63,90;..;..;
   (121) Países Bajos;33.977;50,83;..;..;
   (125) Reino Unido;303.596;18,41;..;..;
   (126) Alemania;429.045;-6,43;..;..;
   (132) Suiza;50.357;23,99;..;..;
   (154) Rusia;1.166;-16,55;..;..;
   Países nórdicos;53.907;5,48;..;..;
   Resto de Europa;28.456;-35,93;..;..;
   Resto del mundo;10.467;-2,12;..;..;
